DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2023/12/11 16:39:00,AQUA_M-T,Brasil,CEARÁ,BARROQUINHA,Caatinga,-999,0.0,0.82,-2.92084,-41.18392,15.6
2023/12/11 16:39:00,AQUA_M-T,Brasil,CEARÁ,JIJOCA DE JERICOACOARA,Caatinga,-999,0.0,1.0,-2.8737,-40.47831,6.6
2023/12/11 16:39:00,AQUA_M-T,Brasil,CEARÁ,ACARAÚ,Caatinga,-999,0.0,0.98,-2.86676,-40.22881,13.8
2023/12/11 16:39:00,AQUA_M-T,Brasil,CEARÁ,ACARAÚ,Caatinga,-999,0.0,0.81,-2.84165,-40.25713,10.8
2023/12/12 17:21:00,AQUA_M-T,Brasil,CEARÁ,INDEPENDÊNCIA,Caatinga,12,0.0,1.0,-5.72999,-40.57746,51.4
2023/12/12 17:21:00,AQUA_M-T,Brasil,CEARÁ,INDEPENDÊNCIA,Caatinga,12,0.0,1.0,-5.72227,-40.58672,47.0
2023/12/12 17:21:00,AQUA_M-T,Brasil,CEARÁ,SANTA QUITÉRIA,Caatinga,5,0.0,1.0,-4.7718,-39.88552,56.9
2023/12/12 17:21:00,AQUA_M-T,Brasil,CEARÁ,NOVA RUSSAS,Caatinga,8,0.0,1.0,-4.62692,-40.47911,154.1
2023/12/12 17:21:00,AQUA_M-T,Brasil,CEARÁ,NOVA RUSSAS,Caatinga,8,0.0,1.0,-4.61574,-40.47287,131.7
2023/12/12 17:21:00,AQUA_M-T,Brasil,CEARÁ,ITATIRA,Caatinga,2,0.0,1.0,-4.51464,-39.65219,86.4
2023/12/12 17:21:00,AQUA_M-T,Brasil,CEARÁ,CANINDÉ,Caatinga,2,0.0,1.0,-4.51447,-39.66035,95.5
